0123456, 7, 15, 7, 474, 616, 38, 1583654
5462031, 7, 26127, 17462742735530, 730355835, 1124, 41, 3628688
2364150, 7, 25469, 17469753673898, 668171846, 1398, 0, 21619142
0623541, 7, 21944, 17579344499370, 573560082, 213, 38, 89955
4061532, 7, 26299, 17458504839338, 738123207, 1161, 41, 6885178
6342105, 7, 26839, 17511147217578, 747035003, 210, 40, 223446
1625043, 7, 9917, 15, 106433517, 1076, 0, 18209519
2365014, 7, 8510, 16, 74261585, 1119, 0, 19019568
6013254, 7, 27049, 17532364430506, 775305084, 946, 40, 2911674
4031265, 7, 25940, 17, 732587470, 869, 40, 2205476
3206154, 7, 18886, 15, 403015667, 766, 40, 1608262
1306425, 7, 13618, 15, 200102976, 1116, 0, 20623651
0354216, 7, 7956, 14, 71851503, 1153, 0, 17560671
4106235, 7, 21429, 14, 527102017, 692, 40, 1240362
3105246, 7, 22405, 15, 589805115, 1163, 0, 27279316
5213406, 7, 27325, 17472586272426, 755152029, 426, 40, 558060
4623051, 7, 26365, 17460752381098, 713277353, 850, 41, 2489931
2463150, 7, 25531, 17543862800042, 668833473, 1285, 0, 19420929
5603421, 7, 24345, 17469574566058, 661145945, 1327, 0, 24475893
1256304, 7, 25368, 17553914960554, 675983838, 1176, 0, 20967669
2104356, 7, 23673, 17508028432554, 648750319, 915, 40, 2764245
