2013, 4, 73, 5, 12497, 77, 13, 28972
2031, 4, 152, 7, 78819, 75, 0, 3925962
2310, 4, 250, 8, 213736, 44, 13, 17085
1320, 4, 314, 8, 347622, 32, 0, 2522460
1230, 4, 309, 9, 232898, 72, 0, 4856852
0123, 4, 9, 4, 366, 18, 8, 1496
3120, 4, 280, 8, 287704, 67, 0, 4149741
2130, 4, 297, 8, 321372, 69, 0, 3603575
1302, 4, 235, 8, 203683, 31, 0, 2637524
1032, 4, 72, 6, 14750, 51, 11, 12380
0213, 4, 70, 5, 45025, 44, 10, 16815
3201, 4, 132, 6, 49165, 49, 12, 10514
1203, 4, 219, 7, 117570, 82, 0, 5968298
0312, 4, 73, 5, 13422, 42, 10, 6889
3102, 4, 143, 6, 100697, 69, 12, 17557
0321, 4, 101, 6, 27261, 31, 10, 3405
3021, 4, 148, 6, 59592, 62, 0, 3929636
0132, 4, 17, 5, 999, 15, 8, 720
2301, 4, 156, 7, 107349, 58, 13, 21093
2103, 4, 144, 6, 53801, 57, 13, 21898
