203514, 6, 2311, 12, 18575121, 244, 0, 26780041
214530, 6, 11081, 17, 505430798, 224, 0, 23194867
250134, 6, 810, 10, 2327443, 198, 22, 303224
503412, 6, 1322, 10, 5739403, 213, 0, 23174689
143025, 6, 2657, 10, 22727717, 243, 0, 29323839
430521, 6, 1665, 11, 8874211, 183, 0, 15624446
504213, 6, 1283, 9, 5279751, 177, 0, 19423589
341205, 6, 4173, 12, 55993655, 197, 0, 24216223
034152, 6, 827, 11, 2434655, 89, 19, 56486
031524, 6, 421, 10, 593788, 352, 0, 39466689
431052, 6, 1700, 11, 10145505, 119, 24, 212857
210345, 6, 691, 8, 1553866, 211, 22, 299344
534201, 6, 1471, 11, 6605588, 142, 23, 185217
253410, 6, 5311, 13, 99766943, 231, 0, 26037465
031542, 6, 639, 12, 1537914, 339, 0, 38854687
124035, 6, 3623, 12, 45024643, 246, 0, 30313542
432105, 6, 2737, 10, 23903295, 95, 24, 157812
410532, 6, 1320, 11, 6014397, 214, 0, 20833371
142305, 6, 5535, 12, 107443023, 241, 0, 30373063
143205, 6, 5397, 11, 103024267, 241, 0, 29918516
