10, 10, 53, 3, 182.54, 52.54, 52.54
10, 10, 54, 1, 60.59, 19.59, 54.53
10, 10, 54, 2, 183.94, 13.17, 53.51
10, 10, 54, 3, 183.52, 53.52, 53.52
10, 10, 55, 1, 61.12, 20.12, 55.66
10, 10, 55, 2, 183.15, 13.47, 54.48
10, 10, 55, 3, 184.92, 54.92, 54.92
10, 10, 56, 1, 61.42, 20.42, 56.58
10, 10, 56, 2, 183.42, 13.82, 55.51
10, 10, 56, 3, 185.8, 55.8, 55.8
10, 10, 57, 1, 61.74, 20.74, 57.42
10, 10, 57, 2, 183.7, 13.99, 56.51
10, 10, 57, 3, 186.72, 56.72, 56.72
10, 10, 58, 1, 61.66, 20.66, 57.73
10, 10, 58, 2, 180.7, 14.01, 57.49
10, 10, 58, 3, 186.94, 56.94, 56.94
10, 10, 59, 1, 61.9, 20.9, 58.54
10, 10, 59, 2, 180.94, 14.32, 58.47
10, 10, 59, 3, 188.02, 58.02, 58.02
10, 10, 60, 1, 62.61, 21.61, 59.86
10, 10, 60, 2, 187.07, 14.92, 59.44
10, 10, 60, 3, 189.63, 59.63, 59.63
10, 10, 61, 1, 63.12, 22.12, 60.9
10, 10, 61, 2, 187.38, 15.11, 60.43
10, 10, 61, 3, 190.78, 60.78, 60.78
10, 10, 62, 1, 63, 22, 62.03
10, 10, 62, 2, 186.47, 15.23, 61.45
10, 10, 62, 3, 191.16, 61.16, 61.16
10, 10, 63, 1, 63.3, 22.3, 62.89
10, 10, 63, 2, 186.75, 15.44, 62.45
10, 10, 63, 3, 192.35, 62.35, 62.35
10, 10, 64, 1, 63.85, 22.85, 64
10, 10, 64, 2, 180.81, 15.41, 63.49
10, 10, 64, 3, 194.32, 64.32, 64.32
10, 10, 65, 1, 64.29, 23.29, 64.81
10, 10, 65, 2, 184.69, 15.86, 64.42
10, 10, 65, 3, 195.03, 65.03, 65.03
10, 10, 66, 1, 64.7, 23.7, 66
10, 10, 66, 2, 184.94, 16.08, 65.43
10, 10, 66, 3, 196.01, 66.01, 66.01
10, 10, 67, 1, 65.1, 24.1, 66.43
10, 10, 67, 2, 183.64, 16.31, 66.54
10, 10, 67, 3, 196.41, 66.41, 66.41
10, 10, 68, 1, 65.5, 24.5, 67.46
10, 10, 68, 2, 183.93, 16.54, 67.54
10, 10, 68, 3, 197.64, 67.64, 67.64
10, 10, 69, 1, 65.8, 24.8, 68.38
10, 10, 69, 2, 184.22, 16.82, 68.57
10, 10, 69, 3, 198.68, 68.68, 68.68
10, 10, 70, 1, 66.73, 25.73, 71.29
10, 10, 70, 2, 188.13, 17.28, 69.45
10, 10, 70, 3, 199.47, 69.47, 69.47
10, 10, 71, 1, 67.04, 26.04, 72.14
10, 10, 71, 2, 188.41, 17.55, 70.43
10, 10, 71, 3, 200.39, 70.39, 70.39
10, 10, 72, 1, 66.42, 25.42, 71.73
10, 10, 72, 2, 184.6, 17.46, 71.44
10, 10, 72, 3, 202.29, 72.29, 72.29
10, 10, 73, 1, 66.74, 25.74, 72.67
